Text,Media,Label
" Jakarta Kementerian Badan Usaha Milik Negara (BUMN) bersama PT Bahana Pembinaan Usaha Indonesia (Persero) atau Indonesia Financial Group (IFG) sebagai pemegang saham PT Jaminan Kredit Indonesia (Jamkrindo), resmi mengangkat kembali Muhammad Muchlas Rowi sebagai Komisaris Independen PT Jamkrindo. Pengangkatan ini tertuang dalam Keputusan Menteri BUMN dan Direktur Utama PT Bahana Pembinaan Usaha Indonesia dengan Nomor SK-227/MBU/10/2024 dan Nomor 17/KepSir-PS/BPUI/X/2024 tentang Pemberhentian dan Pengangkatan Anggota Dewan Komisaris PT Jaminan Kredit Indonesia. Berikut susunan Dewan Komisaris Jamkrindo saat ini: Krisna Wijaya – Komisaris Utama merangkap Komisaris Independen Muhammad Muchlas Rowi – Komisaris Independen Desty Arlaini – Komisaris Hernita Alius – Komisaris Independen Ari Wahyuni – Komisaris Angger P. Yuwono – Komisaris Sekretaris Perusahaan IFG, Oktarina Dwidya Sistha, menjelaskan bahwa pengangkatan kembali Muhammad Muchlas Rowi merupakan bentuk komitmen IFG dalam meningkatkan tata kelola yang baik dan memastikan efektivitas operasional serta strategi bisnis yang berkelanjutan di anak perusahaan. “Kami mengucapkan terima kasih atas kontribusi Bapak Muhammad Muchlas Rowi selama menjadi Komisaris Independen di Jamkrindo. Beliau telah membantu navigasi kinerja finansial perusahaan dengan pengelolaan risiko yang terukur dan prudent. Dengan pengalaman dan kontribusi yang telah diberikan, pemegang saham merasa perlu untuk mengangkat kembali Bapak Muchlas Rowi sebagai Komisaris Independen PT Jamkrindo,” ujar Sistha. Sebagai perusahaan penjamin terbesar di Indonesia, Jamkrindo terus berkomitmen untuk meningkatkan aksesibilitas finansial bagi UMKM. Komitmen ini diwujudkan melalui layanan penjaminan yang memudahkan UMKM dalam mendapatkan pembiayaan dari lembaga keuangan, serta melalui program pendampingan untuk meningkatkan daya saing UMKM. Kehadiran Muhammad Muchlas Rowi diharapkan memperkuat pengawasan terhadap operasional Jamkrindo.",Liputan 6,Business
" Jakarta - Saat kampanye, Presiden Prabowo Subianto menyatakan akan membentuk Badan Penerimaan Negara (BPN). Pembentukan Badan Penerimaan Negara ini agar pemasukan lebih efektif dan efisien. Namun sampai Prabowo dilantik pada hari ini, pembentukan Badan Penerimaan Negara tersebut belum pasti. Pengamat sosio ekonomi Sumantri Suwarno menjelaskan, adanya Badan Penerimaan Negara dapat meningkatkan efisiensi pengelolaan serta mendongkrak realisasi penerimaan negara. “Saya rasa, secara konseptual, saya optimis sama Pak Prabowo ini ya, beliau punya konsep, beliau punya visi, beliau punya strategi. Tapi, memang PR-nya diimplementasi,"" ujar Sumantri Suwarno dikutip dari Antara, Minggu (20/10/2024). Pembentukan BPN terwujud, maka akan mendorong integrasi pengelolaan penerimaan negara serta terbangunnya capacity building dari lembaga tersebut. ""Sehingga, memang dalam jangka menengah panjang akan terjadi efisiensi pengelolaan penerimaan negara, efisiensi itu maksudnya dalam prosesnya lebih mudah,"" katanya. Sumantri, yang juga merupakan tokoh muda Nahdlatul Ulama (NU), berharap dengan pembentukan BPN, ke depannya masyarakat semakin sadar untuk selalu membayar kewajiban pajak mereka. Institusi tersebut juga diharapkan dapat meningkatkan partisipasi masyarakat untuk melaporkan aset maupun kegiatan yang berpotensi menghasilkan pendapatan untuk negara. ""Karena itu, nanti semua sumber pendapatan negara yang berasal dari pajak maupun nonpajak seperti PNBP nanti akan diagregasi atau akan dikumpulkan oleh lembaga itu,” imbuhnya.",Liputan 6,Business
" Jakarta Pemerintahan baru di bawah kepemimpinan Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka diharapkan melanjutkan pembangunan infrastruktur transportasi dengan berbagai pembenahan untuk meningkatkan kesejahteraan rakyat. Harapan kepada Prabowo ini disampaikan Wakil Ketua Pemberdayaan dan Penguatan Wilayah Masyarakat Transportasi Indonesia (MTI) Pusat Djoko Setijowarno. ""Menuju Indonesia Emas 2045, hendaknya transportasi menjadi kebutuhan dasar seperti pangan, sandang, perumahan, pendidikan dan kesehatan. Transportasi sebagai kebutuhan turunan turut menentukan kemajuan suatu wilayah dan berujung kesejahteraan Masyarakat,"" jelas dia di Jakarta, Minggu (20/10/2024). Dari data Kementerian PUPR (2024), sepanjang 2015-2024, pembangunan infrastruktur antara lain ruas jalan tol sepanjang 2.432 kilometer atau rata-rata 270 kilometer per tahun, jalan nasional 5.999 kilometer, jalan layang (flyover) dan terowongan (underpass) sepanjang 27.673 meter. Pembangunan ini diakui memperlancar arus dan meningkatkan perpindahan arus dan meningkatkan perpindahan orang, distribusi barang, dan pertumbuhan jasa. Namun belum memberikan kesejahteraan bagi pengemudi angkutan barang. Rata-rata upah yang diterima oleh para pengemudi angkutan barang jarak jauh hanya Rp500 ribu seminggu karena masih maraknya praktik pungli. Dia pun meminta pemerintah memberantas pungli, kemudian perlu memperbaiki layanan Unit Pelaksana Penimbangan Kendaraan Bermotor (UPPKB) yang sudah tidak layak dioperasikan di beberapa lokasi. “Modernisasi layanan UPPKB segera harus dilakukan (dengan penggunaan weigh in motion/WIM) dan perlu ada peningkatan fasilitas kenyamanan bagi UPPKB yang jauh dari pusat kota,” ucapnya. Pasalnya, kapasitas layanan tidak sesuai dengan jumlah kendaraan barang yang harus diperiksa. Modernisasi layanan UPPKB segera harus dilakukan (penggunaan WIM/weigh in motion) dan ada peningkatan fasilitas kenyamanan bagi UPPKB yang jauh dari pusat kota. Penanganan kendaraan over dimension dan over load (ODOL) harus segera dituntaskan. Sejak tahun 2017 upaya membenahi mulai dilakukan, namun masih ada kendala antar kementerian yang belum sepakat. Setidaknya ada 10 Kementerian/Lembaga yang terlibat dalam operasional kendaraan ODOL. Kecelakaan yang melibatkan angkutan barang sudah kerap terjadi. Namun, pengusaha angkutan barang dan pemilik barang kerap lepas tangan atau tidak mendapat sanksi hukum. Sopir truk adalah korban sistem angkutan logistik yang masih karut-marut di negeri ini. Bahkan, presiden terpilih harus segera turun tangan dengan menerbitkan instruksi presiden tentang penuntasan angkutan barang. Jalan rel dan perairan belum maksimal digunakan untuk mengangkut logistik. Perlu ada kesetaraan ongkos angkutan di jalan raya dan jalan rel supaya beban jalan raya tidak berlebihan angkut barang. Logisktik jalan rel masih dikenakan PPN, bergerak menggunakan BBM non subsidi dan pengenaan TAC, sehingga tarif menggunakan moda KA menjadi mahal. Dikatakan layanan angkutan umum sedang mengalami krisis kepercayaan dari publik. Keberadaan angkutan umum ke depan mesti menjadi perhatian serius pemerintah.",Liputan 6,Business
" Jakarta Prabowo Subianto dan Gibran Rakabuming Raka resmi dilantik menjadi Presiden dan Wakil Presiden Republik Indonesia masa bakti 2024-2029. Prabowo usai mengucapkan sumpah jabatan dalam Sidang Paripurna MPR RI di Gedung Nusantara, Kompleks Parlemen, Jakarta, Minggu. Pada kesempatan itu, Prabowo menyampaikan pidato perdananya sebagai Presiden RI ke-8. Dalam pidato tersebut, Prabowo menyoroti 4 isu ekonomi yang ingin ditanganinya. Targetkan Swasembada Pangan Dalam pidato perdananya, Prabowo membahas bahwa ia bertujuan mendorong swasembada pangan di kepemimpinannya. Prabowo menekankan, Indonesia perlu memiliki ketahanan pangan yang kuat untuk mengantispasi krisis tak terduga. Saudara-saudara, saya telah mencanangkan bahwa Indonesia harus segera swasembada pangan dalam waktu yang sesingkat-singkatnya. Kita tidak boleh tergantung sumber makanan dari luar. Dalam krisis, dalam keadaan genting, tidak ada yang akan mengizinkan barang-barang mereka untuk kita beli. Karena itu, tidak ada jalan lain dalam waktu yang sesingkat-singkatnya kita harus mencapai ketahanan pangan. Kita harus mampu memproduksi dan memenuhi kebutuhan pangan seluruh rakyat Indonesia. Saya sudah mempelajari bersama pakar-pakar yang membantu saya. Saya yakin, paling lambat 4-5 tahun kita akan swasembada pangan. Bahkan kita siap menjadi lumbung pangan dunia. Swasembada Energi Dalam kesempatan itu, Prabowo juga menegaskan bahwa swasembada energi perlu didorong. “Kita juga harus swasembada energi. Dalam keadaan ketegangan, dalam keadaan kemungkinan terjadi perang di mana-mana, kita harus siap dengan kemungkinan yang paling jelek. Negara-negara lain harus memikirkan kepentingan mereka sendiri, kalau terjadi hal yang tidak diinginkan sulit kita mendapat sumber energi dari negara lain.” “Oleh karena itu, kita harus swasembada energi dan kita mampu untuk swasembada energi” Selain itu, Prabowo juga membahas peluang yang dimiliki oleh sektor pertanian untuk memenuhi kebutuhan energi “Kita diberi karunia oleh Tuhan. Tanaman-tanaman yang membuat kita bisa tidak tergantung dengan bangsa lain. Tanaman-tanaman seperti kelapa sawit bisa menghasilkan solar dan bensin. Kita juga punya singkong, tebu, sagu, jagung, dan lain-lain”. “Kita juga punya energi bawah tanah, geothermal yang cukup. Kita punya batu bara yang sangat banyak. Kita punya energi dari air yang sangat besar. Pemerintah yang saya pimpin nanti akan fokus untuk mencapai swasembada energi”. Adapun pembahasan terkait pengelolaan sumber air di dalam negeri. “Kita juga harus mengelola air dengan baik. Alhamdulillah kita punya sumber air yang cukup dan kita sudah punya teknologi menghasilkan air yang murah dan yang bisa memenuhi kebutuhan kita,"" tambah Presiden Prabowo.",Liputan 6,Business
" Jakarta - Prabowo Subianto - Gibran Rakabuming Raka resmi menjadi Presiden dan Wakil Presiden periode 2024-2029. Pengucapan sumpah dipimpin oleh Ketua MA Sunarto. “Demi Allah saya bersumpah akan memenuhi kewajiban Presiden Republik Indonesia dengan sebaik-baiknya dan seadil-adilnya, memegang teguh Undang-Undang Dasar dan menjalankan segala undang-undang dan peraturannya dengan selurus-lurusnya serta berbakti kepada Nusa dan Bangsa,” ucap sumpah Prabowo di Gedung DPR - MPR, Jakarta, Minggu (20/10/2024). Analis mata uang Lukman Leong memperkirakan rupiah akan menguat pada perdagangan Senin (21/10/2024) atau pascapelantikan Presiden dan Wakil Presiden Prabowo Subianto dan Gibran Rakabuming Raka. Menurut dia, pelantikan Presiden dan Wakil Presiden RI, yang berlangsung lancar menjadi sentimen positif bagi pergerakan rupiah ke depan, sehingga rupiah diproyeksikan akan menguat di rentang 15.400 per dolar AS hingga 15.500 per dolar AS. ""Sentimen domestik cukup positif akan pelantikan yang lancar,"" kata Lukman dikutip dari Antara. Prabowo dan Gibran mengucapkan sumpah jabatan sebagai Presiden dan Wakil Presiden Republik Indonesia masa bakti 2024-2029 dalam Sidang Paripurna MPR RI di Gedung Nusantara, Kompleks Parlemen, Jakarta, Minggu. Sebanyak 709 dari 731 anggota MPR RI menyaksikan prosesi pengucapan sumpah jabatan tersebut. Sidang Paripurna MPR RI tersebut juga dihadiri para tokoh nasional, pimpinan partai politik, dan perwakilan negara sahabat. Setidaknya ada 20 pejabat setingkat kepala negara dan 18 pejabat setingkat menteri yang menghadiri acara pelantikan di Gedung Nusantara. Selanjutnya, Lukman menuturkan rupiah akan didukung sentimen positif dalam maupun luar negeri. Dolar AS terkoreksi oleh sentimen risk on investor yang menanggapi positif stimulus di China. Selain dukungan pada sektor real estat, stimulus di China juga berupa suntikan 112 miliar dolar AS oleh bank sentral China People’s Bank of China (PBoC) ke pasar ekuitas China. Sebelumnya, nilai tukar rupiah terhadap dolar AS pada perdagangan Jumat (18/10/2024) ditutup menguat menjelang pelantikan Presiden terpilih Prabowo Subianto dan pengumuman susunan kabinetnya. Pada akhir perdagangan Jumat (18/10/2024), rupiah naik 26 poin atau 0,17 persen menjadi Rp15.481 per dolar AS dari sebelumnya sebesar Rp15.507 per dolar AS.",Liputan 6,Business
" Jakarta Joko Widodo mulai hari ini sudah tak lagi menjabat sebagai Presiden. Posisinya sebagai orang nomor 1 di Indonesia resmi digantikan Prabowo Subianto. Jokowi juga akan menghadiri pelantikan Prabowo di gedung DPR RI. Setelah melakukan perjalanan dari Kertanegara, Jakarta, Presiden terpilih Prabowo Subianto tiba di Gedung DPR MPR. Prabowo akan menjalani proses pelantikan dirinya sebagai Presiden RI periode 2024-2029. Prabowo meninggalkan Kertanegara pukul 08.55 WIB. Sejumlah masyarakat menyambut Prabowo di sepanjang jalan yang dilaluinya. Di antara mereka terpantau anak sekolah dan warga dengan mengibarkan bendera merah putih di tangan mereka. Prabowo tiba di DPR MPR pukul 09.07 WIB. Dia disambut sejumlah pimpinan MPR RI, mulai dari Ketua yakni Ahmad Muzani hingga para wakil seperti Kahar Muzakir, Bambang Wuryanto, Rusdi Kirana, Lestari Moerdijat, Hidayat Nur Wahid, Eddy Soeparno, Edhie Baskoro Yudhoyono, dan Abcandra Muhammad Akbar Supratman. Harta Kekayaan Jokowi Dibalik pelantikan Prabowo menjadi presiden hari ini, menarik untuk melihat tentang harta kekayaan Jokowi selama menjabat sebagai presiden selama dua periode. Dikutip dari laporan LHKPN, Minggu (20/10/2024), pada saat pertama kali menjadi Presiden di 2014, saat itu harta kekayaan Jokowi tercatat Rp 33,47 miliar. Jumlah ini bertambah ketika dirinya terpilih kembali menjadi Presiden RI untuk periode ke-2 pada 2019. Saat itu, harta kekayaan Jokowi naik menjadi Rp 54,71 miliar. Hingga di akhir masa jabatannya, LHKPN mencatat harta kekayaan Jokowi terakhir di 2023 melesat menjadi Rp 95,82 miliar. Jika membandingkan dari awal menjabat hingga laporan terakhir 2023, maka harta kekayaan Jokowi bertambah Rp 62,3 miliar atau 186%.",Liputan 6,Business
" Jakarta PT Pindad kembali mengenalkan inovasinya dalam memproduksi kendaraan taktis. Kali ini, Pindad membuat khusus mobil anti peluru khusus untuk Presiden Prabowo. Mobil warna putih dengan logo kepala Garuda ini dibuat khusus untuk Prabowo dan Gibran yang resmi menjadi Presiden dan Wakil Presiden. Mobil Presiden yang dinamakan MV3 Garuda Limousine merupakan varian pengembangan terbaru dari MV3 yang didesain dan dikembangkan untuk mengakomodir secara langsung arahan dari Presiden RI, Prabowo Subianto. Lantas, apa saja kecanggihannya? Berikut datanya yang dikutip Liputan6.com dari Pindad, Minggu (20/10/2024): 1. Buatan Dalam Negeri Dengan terwujudnya kendaraan Garuda Limousine Kepresidenan ini menunjukkan kemandirian bangsa Indonesia. Presiden Prabowo percaya bahwa Garuda Limousine kepresidenan buatan dalam negeri ini menunjukkan upaya keras PT Pindad dalam mewujudkan kemandirian bangsa Indonesia. MV3 Garuda Limousine dikembangkan khusus dari MV3 untuk kendaraan Presiden dan Wakil Presiden RI. Kendaraan ini berwarna putih dengan tampilan ekslusif dan maskulin yang memiliki proteksi tinggi serta memberikan kenyamanan dengan material berkualitas serta fitur-fitur mutakhir.",Liputan 6,Business
" Jakarta Prabowo Subianto dan Gibran Rakabuming Raka resmi menjabat sebagai Presiden dan Wakil Presiden periode 2024-2029. Prabowo dan Gibran dilantik di Gedung DPR-MPR yang disusul dengan pengambilan sumpah. Prabowo mengucapkan sumpah jabatan sekitar pukul 10.31 WIB. Dalam sumpahnya, Prabowo mengucapkan janji untuk memegang teguh Undang Undang Dasar. ""Bismillahirrahmannirrahim, Demi Allah, saya bersumpah akan memenuhi kewajiban Presiden Republik Indonesia dengan sebaik-baiknya dan seadil-adilnya, memegang teguh Undang-Undang Dasar dan menjalankan segala undang-undang dan peraturannya dengan selurus-lurusnya serta berbakti kepada nusa dan bangsa,"" ucap Prabowo di Gedung MPR/DPR, Jakarta, Minggu (20/10/2024). Usai dilantik, Prabowo dan Gibran dijadwalkan menuju ke Istana Kepresidenan untuk mengikuti rangkaian kegiatan selanjutnya. Yang menarik, Prabowo dan Gibran menggunakan mobil khusus anti-peluru buatan PT Pindad. Berikut sederet foto MV3 Garuda Limousine:",Liputan 6,Business
" Jakarta - Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka resmi dilantik pada Minggu, (20/10/2024). Saat pidato pelantikan, Prabowo menyebutkan mengenai peluang perubahan skema subsidi. ""Kita harus berani meneliti dan ubah subsidi harus kepada langsung keluarga yang membutuhkan itu. Dengan teknologi digital, kita mampu kalau subsidi sampai kepada keluarga yang membutuhkan. Tidak boleh aliran bantuan itu tidak sampai ke mereka yang membutuhkan,” tutur dia saat pidato perdananya. Prabowo menuturkan, subsidi yang diberikan untuk rakyat harus kepada yang membutuhkan. ""Semua subsidi bantuan kepada rakyat kita dalam keadaan susah harus yakin subsidi sampai kepada yang membutuhkan,” kata Prabowo. Selain itu, Prabowo juga kembali menegaskan untuk mendorong hilirisasi dalam pemerintahannya. ""Kita harus lakukan hilirisasi komoditas, itu menambah kekuatan kita, tingkat hidup kesejahteraan komoditas kita harus bisa dinikmati,"" ujar dia. Prabowo-Gibran Resmi Jadi Presiden-Wapres 2024-2029, Gantikan Jokowi-Ma'ruf Sebelumnya, Prabowo Subianto dan Gibran Rakabuming Raka resmi menjabat sebagai Presiden dan Wakil Presiden periode 2024-2029. Keduanya dilantik di Gedung DPR-MPR yang disusul dengan pengambilan sumpah. Prabowo mengucapkan sumpah jabatan sekitar pukul 10.31 WIB. Dalam sumpahnya, Prabowo mengucapkan janji untuk memegang teguh Undang Undang Dasar. ""Bismillahirrahmannirrahim, Demi Allah, saya bersumpah akan memenuhi kewajiban Presiden Republik Indonesia dengan sebaik-baiknya dan seadil-adilnya, memegang teguh Undang-Undang Dasar dan menjalankan segala undang-undang dan peraturannya dengan selurus-lurusnya serta berbakti kepada nusa dan bangsa,"" ucap Prabowo di Gedung MPR/DPR, Jakarta, Minggu, 20 Oktober 2024. Setelah itu, Gibran Rakabuming Raka yang mengucapkan sumpah sebagai Wakil Presiden. ""Demi Allah, saya bersumpah akan memenuhi kewajiban Wakil Presiden Republik Indonesia dengan sebaik-baiknya dan seadil-adilnya, memegang teguh Undang-Undang Dasar dan menjalankan segala undang-undang dan peraturannya dengan selurus-lurusnya serta berbakti kepada nusa dan bangsa,"" ucap Gibran.",Liputan 6,Business
" Jakarta Prabowo Subianto mengucapkan sumpah jabatan sebagai Presiden sekitar pukul 10.31 WIB. Dalam sumpahnya, Prabowo mengucapkan janji untuk memegang teguh Undang Undang Dasar. ""Bismillahirrahmannirrahim, Demi Allah, saya bersumpah akan memenuhi kewajiban Presiden Republik Indonesia dengan sebaik-baiknya dan seadil-adilnya, memegang teguh Undang-Undang Dasar dan menjalankan segala undang-undang dan peraturannya dengan selurus-lurusnya serta berbakti kepada nusa dan bangsa,"" ucap Prabowo di Gedung MPR/DPR, Jakarta, Minggu (20/10/2024). Setelah itu, Gibran Rakabuming Raka yang mengucapkan sumpah sebagai Wakil Presiden. ""Demi Allah, saya bersumpah akan memenuhi kewajiban Wakil Presiden Republik Indonesia dengan sebaik-baiknya dan seadil-adilnya, memegang teguh Undang-Undang Dasar dan menjalankan segala undang-undang dan peraturannya dengan selurus-lurusnya serta berbakti kepada nusa dan bangsa,"" ucap Gibran. Dengan ini, Prabowo-Gibran resmi menjadi Presiden dan Wakil Presiden periode 2024-2029. Gaji Pokok Presiden Besaran gaji Presiden diatur dalam Undang-Undang Nomor 7 Tahun 1978 tentang Hak Keuangan/Administratif Presiden dan Wakil Presiden. Berdasarkan aturan tersebut, gaji pokok Presiden setara dengan enam kali gaji pokok tertinggi pejabat negara, yang meliputi Ketua MPR, Ketua DPR, Ketua BPK, Ketua DPA, dan Ketua MA. Saat ini, gaji pokok tertinggi pejabat negara ditetapkan sebesar Rp 5.040.000 per bulan, sesuai dengan Peraturan Pemerintah Nomor 75 Tahun 2000. Dengan demikian, gaji pokok Presiden adalah enam kali dari jumlah tersebut, yaitu Rp 30.240.000 per bulan. Tunjangan Presiden Selain gaji pokok, Presiden juga berhak mendapatkan tunjangan jabatan, sebagaimana diatur dalam Keputusan Presiden Nomor 68 Tahun 2001. Tunjangan jabatan Presiden ditetapkan sebesar Rp 32.500.000 per bulan. Jadi, total pendapatan Presiden dari gaji dan tunjangan mencapai Rp 62.740.000 per bulan.",Liputan 6,Business
" Jakarta Presiden Prabowo Subianto menyampaikan pidato perdana sebagai kepala negara di Gedung DPR/MPR pada Minggu, 20 Oktober 2024. Dalam pidatonya, Prabowo menegaskan Indonesia harus bisa mencapai swasembada energi dan tidak bergantung pada pasokan negara lain. ""Kita harus swasembada energi dan kita mampu untuk swasembada energi,"" ujar Prabowo saat Pelantikan Presiden 2024 di Jakarta. Indonesia ditegaskan harus bisa memenuhi pasokan energi sebagai bentuk kesiapan menghadapi kondisi yang tidak diduga. Seperti ketegangaan dan kemungkinan terjadinya perang yang bisa menghambat pasokan energi dari negara lain. Bila kondisi ini terjadi, Prabowo meyakini negara lain akan lebih mementingkan kepentingan atau kebutuhan sendiri, seperti terkait pemenuhan kebutuhan energi. ""Dalam keadaan ketegangan dalam keadaan kemungkinan terjadi perang di mana mana kita harus siap dengan keadaan yang paling jelek,"" tegas Prabowo. Dia meyakini Indonesia bisa mencapai swasembada energi dengan melihat banyak potensi komoditas yang menjadi sumber baru pasokan energi. Mulai dari tanaman sawit yang bisa diubah menjadi solar. Kemudian tanaman singkong, tebu hingga jagung. ""Kita juga punya energi bawah tanah geothermal yang cukup, punya batu bara yang sangat banyak. Punya energi dari air yang sangat besar. Pemerintah yang saya pimpin nanti akan fokus untuk bisa mencapai swasembada energi,"" Prabowo menegaskan.",Liputan 6,Business
" Jakarta - Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka resmi dilantik pada Minggu, (20/10/2024). Dalam pidato, Prabowo menegaskan pada saat pemerintahannya, subsidi harus langsung dirasakan kepada keluarga yang membutuhkan. ""Semua subsidi bantuan kepada rakyat kita dalam keadaan susah harus yakin subsidi sampai kepada yang membutuhkan,” ujar Prabowo. Ia menuturkan, bila perlu kebijakan subsidi tersebut diubah agar keluarga yang benar-benar membutuhkan merasakan subsidi tersebut. Salah satunya, menurut Prabowo bisa dilakukan dengan bantuan teknologi digital. ""Kita harus berani meneliti dan ubah subsidi harus kepada langsung keluarga yang membutuhkan itu. Dengan teknologi digital, kita mampu kalau subsidi sampai kepada keluarga yang membutuhkan. Tidak boleh aliran bantuan itu tidak sampai ke mereka yang membutuhkan,” tutur dia. Selain itu, Prabowo juga kembali menegaskan untuk mendorong hilirisasi dalam pemerintahannya. ""Kita harus lakukan hilirisasi komoditas, itu menambah kekuatan kita, tingkat hidup kesejahteraan komoditas kita harus bisa dinikmati,"" ujar dia. Prabowo-Gibran Resmi Jadi Presiden-Wapres 2024-2029, Gantikan Jokowi-Ma'ruf Sebelumnya, Prabowo Subianto dan Gibran Rakabuming Raka resmi menjabat sebagai Presiden dan Wakil Presiden periode 2024-2029. Keduanya dilantik di Gedung DPR-MPR yang disusul dengan pengambilan sumpah. Prabowo mengucapkan sumpah jabatan sekitar pukul 10.31 WIB. Dalam sumpahnya, Prabowo mengucapkan janji untuk memegang teguh Undang Undang Dasar. ""Bismillahirrahmannirrahim, Demi Allah, saya bersumpah akan memenuhi kewajiban Presiden Republik Indonesia dengan sebaik-baiknya dan seadil-adilnya, memegang teguh Undang-Undang Dasar dan menjalankan segala undang-undang dan peraturannya dengan selurus-lurusnya serta berbakti kepada nusa dan bangsa,"" ucap Prabowo di Gedung MPR/DPR, Jakarta, Minggu, 20 Oktober 2024. Setelah itu, Gibran Rakabuming Raka yang mengucapkan sumpah sebagai Wakil Presiden. ""Demi Allah, saya bersumpah akan memenuhi kewajiban Wakil Presiden Republik Indonesia dengan sebaik-baiknya dan seadil-adilnya, memegang teguh Undang-Undang Dasar dan menjalankan segala undang-undang dan peraturannya dengan selurus-lurusnya serta berbakti kepada nusa dan bangsa,"" ucap Gibran.",Liputan 6,Business
"Persaingan ketat lembaga keuangan di tanah air memang tak bisa dipungkiri lagi. Meskipun begitu, bank bjb tetap dapat membuktikan diri sebagai institusi keuangan yang terpercaya yang dibangun kuat dari nasabahnya sebagai pondasi utama dalam setiap langkah dan inovasi yang dilakukan oleh bank bjb. Komitmennya dalam memberikan pelayanan terbaik, solusi keuangan yang relevan dan pendekatan yang dekat dengan kebutuhan masyarakat, bank bjb berhasil meraih penghargaan Best Brand Popularity. Hal ini tentu menjadi bukti nyata bahwa bank bjb berhasil menjaga reputasi dan konsistensi dalam memenuhi kebutuhan nasabahnya. Tak ketinggalan program tanggung jawab sosial perusahaan (CSR) yang selalu menjadi fokus perhatian bank bjb. Mulai dari bjb Preneur, yaitu program pelatihan untuk peningkatan kapasitas dan pengembangan keterampilan yg diikuti oleh peserta yang sudah memiliki basic keterampilan sesuai bidang pelatihan yang diikutinya serta bjb YES (Young Entrepreneur Skill) yang memberikan pelatihan kewirausahaan kepada generasi Z, seperti keterampilan barista, digital marketing, content creator, tata busana, dan tata boga. Program ini didukung oleh berbagai yayasan yang sudah bermitra dengan bank bjb. Selain itu, bank bjb aktif dalam berbagai kegiatan sosial, termasuk memberikan donasi untuk kesehatan, pendidikan, serta menjalankan program lingkungan berkelanjutan. bank bjb tidak hanya berfokus pada kinerja bisnis, tetapi juga berkomitmen untuk mendukung kesejahteraan sosial, terutama melalui sektor UMKM. Melalui program bjb PESATkan UMKM (Pemberdayaan Ekonomi Masyarakat Terpadu), bank bjb memberikan edukasi dan pelatihan kepada pelaku usaha mikro, kecil, dan menengah tentang pengelolaan usaha, termasuk strategi digital marketing. Program ini membantu UMKM memperluas pasar melalui platform digital dan media sosial, serta memperkenalkan produk dan layanan perbankan seperti kredit UMKM dan layanan digital banking. Dengan inisiatif ini, bank bjb berperan dalam memberdayakan UMKM dan mendukung kesejahteraan sosial masyarakat. Kontribusi nyata ini memperkokoh reputasi bank bjb sebagai lembaga keuangan yang peduli terhadap pembangunan sosial. Penghargaan ""Best Social Contribution Reputation"" adalah bukti pengakuan atas upaya berkelanjutan bank bjb dalam memberikan dampak positif kepada masyarakat luas. Penilaian penghargaan ini dilakukan melalui survei online yang melibatkan lebih dari 10.000 responden dari berbagai kelompok masyarakat. Ada empat kriteria utama: Best Brand Popularity, Best Brand Image, Best Customer Service Reputation, dan Best Social Contribution Reputation. bank bjb meraih skor tertinggi dalam kategori ""Best Brand Popularity"", menunjukkan bahwa mereknya paling dikenal di antara lembaga keuangan lain di sub-industri yang sama. Keberhasilan bank bjb dalam meraih dua penghargaan ini tidak terlepas dari dukungan manajemen yang solid serta dedikasi karyawan dalam memberikan layanan terbaik. Penghargaan untuk brand popularity menegaskan bahwa kepercayaan publik terhadap bank bjb semakin meningkat. Popularitas brand seperti bank bjb memberikan rasa aman dan kepercayaan bagi nasabah bahwa mereka akan mendapatkan layanan yang andal dan terpercaya. Hal ini penting dalam industri perbankan yang sangat bergantung pada kepercayaan. Tak hanya itu, popularitas brand juga memberikan kontribusi langsung terhadap kemampuan bank bjb meraih nasabah baru. Menjadi brand yang dikenal luas membuat bank bjb lebih mudah menjangkau segmen pasar yang lebih luas. Nasabah baru cenderung lebih percaya dan merasa nyaman bergabung dengan bank yang memiliki reputasi baik. Dalam persaingan perbankan yang ketat, brand yang populer memberikan keunggulan kompetitif yang diakui publik. bank bjb tak hanya mampu membuktikan kalau mereka dapat bertahan. Sebagai salah satu bank penerima penghargaan, bank bjb juga terus tumbuh di tengah kompleksitas dinamika industri saat ini. Berbagai pencapaian tersebut yang membuat bank bjb terus berkomitmen dalam menciptakan inovasi dan kontribusi terbaik bagi para pemangku kepentingan, terutama nasabah.",Liputan 6,Business
